epoch,acc,loss,val_acc,val_loss
0,0.71350185553395173,0.54950741609891818,0.72935393258426962,0.52079870826742625
1,0.74080270168236884,0.51203470152499464,0.73676966292134827,0.52379531725069106
2,0.74959502860549387,0.49713091677808607,0.74983146067415729,0.49606616708669771
3,0.75485107352551273,0.4881987625433285,0.75505617977528094,0.49077434163415029
4,0.75941109824533992,0.48181891220966921,0.76137640449438204,0.47852930575274349
5,0.7627507467397191,0.47556937751906703,0.75749999999999995,0.48639260241154875
6,0.76568776471451883,0.47130899391836889,0.7603651685393259,0.47841863040173993
7,0.76813163833185993,0.46743539991360789,0.76792134831460679,0.47068614595391778
8,0.77048499811225213,0.46343261340535757,0.77005617977528085,0.4645904809035612
9,0.7733190175819048,0.46068202228592398,0.7654494382022472,0.4741028547019101
10,0.77486711632313821,0.45731925587548772,0.76932584269662918,0.46502393652883806
11,0.77571607369773499,0.45509674438137865,0.77098314606741569,0.4662461196706536
12,0.777841588299928,0.45319813609088627,0.77196629213483148,0.46854463366979965
13,0.77900266235585303,0.45073705808107295,0.76558988764044944,0.47484805834427307
14,0.78047897426010937,0.44880752482013242,0.76617977528089887,0.47136433624149709
15,0.78155577681216137,0.44645526935906493,0.77160112359550559,0.46662690559130038
16,0.78318814705689577,0.4446537993275077,0.7701966292134832,0.46558989558327063
17,0.78406519493247351,0.44275037930117661,0.77112359550561793,0.46836069316006779
18,0.78546347766704894,0.4406892368788301,0.7696629213483146,0.46284162603067547
19,0.78612828619888453,0.43916504736994677,0.76609550561797757,0.46758640064282364
20,0.78791671478465508,0.43737641068128597,0.7758988764044944,0.45805194143498884
21,0.78899663850389623,0.43610274914966407,0.7726404494382022,0.46130387383900334
22,0.78975508204024181,0.43454031963438478,0.77578651685393263,0.4553968884034103
23,0.7911783341089812,0.43329065205862283,0.77794943820224716,0.45697659408108571
24,0.79198983748102991,0.43132319629964588,0.77584269662921346,0.45994720520598165
