epoch,acc,loss,val_acc,val_loss
0,0.74257552443442654,0.5073209930954834,0.76837078651685398,0.46186719846189694
1,0.77666178724310087,0.45296198686199346,0.78536516853932581,0.43884913861081842
2,0.79445868043383727,0.42290421640841369,0.79362359550561801,0.42755715114347048
3,0.80698392286991161,0.40077197915437052,0.80227528089887645,0.41038671868570736
4,0.81786431039398366,0.38167473023773368,0.80480337078651687,0.4050216891390554
5,0.82807988938622012,0.36531705321067792,0.80915730337078651,0.40095359336124375
6,0.83572674808824921,0.35099811260583685,0.8097752808988764,0.40113969543676697
7,0.84302403610584375,0.3383867549903235,0.81328651685393261,0.40173459574077908
8,0.84872016554724605,0.32743292743173047,0.81407303370786521,0.39839193139853102
9,0.85420093447753109,0.31723105596183288,0.8139887640449438,0.40973298153180754
10,0.859594310737126,0.3073076629389207,0.81738764044943824,0.42189669059903434
11,0.86399515594984411,0.30047127006183355,0.81387640449438203,0.40622478007600549
12,0.8690576885264647,0.29112150607646475,0.81466292134831464,0.41298977020081512
13,0.87266887853373698,0.28331588338412267,0.81331460674157308,0.42330698395043276
14,0.87598043652676305,0.27733669945009409,0.81511235955056183,0.42095331576433076
15,0.87912657267830197,0.27176196029528532,0.81817415730337084,0.4159584342495779
16,0.88255361384337117,0.26467852040603512,0.81862359550561803,0.43161540545774307
17,0.88571847699599804,0.2583427414467025,0.81867977528089886,0.4307732228951508
18,0.88734460490747058,0.25420587311391002,0.81699438202247188,0.42864831542031151
19,0.89065304173367965,0.24940789839548796,0.81823033707865167,0.42400813905710583
20,0.89236344114902511,0.24500398577864732,0.81426966292134828,0.43493752886740011
21,0.89505388694528154,0.23960667141017564,0.81907303370786522,0.44122423879885941
22,0.89657389518534802,0.23587677915401986,0.8173314606741573,0.43876488154858684
23,0.89841226244056271,0.23247563854520656,0.81738764044943824,0.45639418692401285
24,0.90081556088928283,0.22941632488375624,0.81752808988764047,0.44064412901910505
