epoch,acc,loss,val_acc,val_loss
0,0.74078085351502188,0.50915141225671146,0.76429775280898882,0.47079054614131371
1,0.77102808113822463,0.46002722847834626,0.78176966292134831,0.44379458660490056
2,0.7871426654142244,0.43391372898749275,0.78778089887640446,0.43216409728768168
3,0.79801993177166541,0.41663946339921504,0.79719101123595504,0.41981821966974925
4,0.80586030281597665,0.4015301415254271,0.79876404494382025,0.41715082646755691
5,0.81467135674037572,0.3890084667065733,0.80331460674157307,0.41502136353696328
6,0.82035188034713491,0.37968147179122425,0.80556179775280901,0.40804473126872204
7,0.82534886842134259,0.37049344835270714,0.80721910112359552,0.40346807363327969
8,0.83003061864703287,0.36153821940773934,0.80671348314606739,0.40723587707187353
9,0.834568795198397,0.35460595818858059,0.80848314606741578,0.40231978992397865
10,0.8384452843854866,0.34758043471760341,0.80865168539325838,0.40329831253276782
11,0.84256834575074735,0.3420887143881593,0.81126404494382021,0.40376500661453502
12,0.84399784015293466,0.3368828232973799,0.81205056179775281,0.40156437946169565
13,0.84628565543016987,0.33170538919262599,0.81221910112359552,0.40587360584334042
14,0.84926636973984948,0.32727921138461086,0.81634831460674162,0.40074291164955395
15,0.85191311920122603,0.32265283840659198,0.81219101123595505,0.41072021993358482
16,0.85472841166960456,0.31851179987370842,0.81171348314606739,0.40755655034204546
17,0.8555992172115483,0.31563306676499947,0.81230337078651682,0.40776823958654085
18,0.8573470706290699,0.31259080153973051,0.81550561797752807,0.40691152014089432
19,0.85985024641630625,0.3086494481283063,0.81491573033707865,0.40594290686457346
20,0.86206939602319532,0.30411931587342045,0.81693820224719105,0.40530413985922098
21,0.86283720306017797,0.30189181161552348,0.81553370786516854,0.40528229516543701
22,0.8646568433148627,0.29862208846523297,0.81879213483146063,0.40800345461690024
23,0.86604264138142595,0.29676133846746094,0.81803370786516849,0.41522028189026905
24,0.86750958978523129,0.29374928429440894,0.81519662921348313,0.41250674142596427
