epoch,acc,loss,val_acc,val_loss
0,0.7377065042000881,0.51706612295764698,0.76778089887640455,0.47555790286385613
1,0.7739182816111414,0.45934500352504376,0.78415730337078648,0.43944106298885988
2,0.79029504389958338,0.42966217692984132,0.79362359550561801,0.42273458250452961
3,0.80441208141288734,0.4064452650403646,0.8026685393258427,0.40834195060676404
4,0.814974109921625,0.38835007962126594,0.80449438202247192,0.40344127383124961
5,0.82425021770175755,0.37270773275699981,0.80733146067415729,0.39897671086064884
6,0.83238397842705303,0.35816850632480562,0.81092696629213479,0.39308257447869588
7,0.83999026195990301,0.34556262914274488,0.81536516853932584,0.39623770544368231
8,0.84648541010608602,0.33402743229057352,0.8151404494382023,0.3943918294183324
9,0.85206293520825616,0.32379163575557224,0.81705056179775282,0.3942332157325209
10,0.85626714691020089,0.31585471617708294,0.82056179775280902,0.38911609794316665
11,0.86198824568595322,0.30488349087666911,0.8201404494382023,0.39162648867355304
12,0.86579606920306873,0.29839752836899575,0.81828651685393261,0.40333724339356586
13,0.86979740506190839,0.29025986635912265,0.81747191011235953,0.3976291712884153
14,0.87260333403095203,0.2844442840276496,0.8223314606741573,0.39857137505927781
15,0.87676072823082773,0.27761524376227881,0.81741573033707871,0.40370750982439918
16,0.87864279182148053,0.2731395931060398,0.81615168539325844,0.39849029639463746
17,0.88187944181108457,0.26637834259260085,0.82311797752808991,0.39572656974363862
18,0.88452619127153087,0.26211372055235055,0.82207865168539329,0.41707662251558197
19,0.88769105442397178,0.25589877904961467,0.82129213483146069,0.40737292605169706
20,0.88910494299188814,0.25160262726742466,0.81983146067415735,0.41107376371206861
21,0.89242274331873417,0.2467024935784109,0.82283707865168543,0.41399220263020375
22,0.89367121004572136,0.24357177882929243,0.82047752808988761,0.40559405397833065
23,0.89590908665351243,0.23865719810510283,0.82168539325842693,0.41862278553876986
24,0.89801899542162034,0.23490146142441518,0.82196629213483141,0.43809853181410374
