epoch,acc,loss,val_acc,val_loss
0,0.73399543685485769,0.52373273793731556,0.76410112359550564,0.46804151703802388
1,0.76895562637173476,0.46633531809309309,0.77997191011235956,0.44605072498321535
2,0.78788238194985405,0.43438004719019396,0.7901123595505618,0.42725840973050405
3,0.80009550770460025,0.4123408571610036,0.79839887640449436,0.416052676425891
4,0.81276432381500097,0.39259192144254274,0.80185393258426962,0.41286809319860479
5,0.82132256322740882,0.37787934280699287,0.80595505617977525,0.40524952458531671
6,0.82916605543835109,0.36315655058833268,0.80823033707865166,0.40127571586142763
7,0.83748084383903276,0.34933817378832288,0.81064606741573031,0.40503786108467016
8,0.84429122983391902,0.33742972364753993,0.81289325842696625,0.40303102790639639
9,0.8505897444702587,0.3255136985101868,0.81603932584269667,0.40028946331377779
10,0.85647002275349216,0.31600419855545159,0.81553370786516854,0.39801119339600038
11,0.86080532346212313,0.3069066585819652,0.81879213483146063,0.40015338473105699
12,0.86485659799096493,0.29878504125956656,0.81797752808988766,0.40227093381828138
13,0.86970064889113941,0.29013713000151059,0.81654494382022469,0.40426760964849023
14,0.8740078590982312,0.28134697694894573,0.81957865168539323,0.39754052040282262
15,0.87785625778378185,0.27415264091995395,0.81991573033707865,0.40409306498056047
16,0.88110227127327878,0.26810242835822118,0.81890449438202251,0.40556575998161615
17,0.88555305515469696,0.25884770279887365,0.82098314606741574,0.40544569269324954
18,0.88845574029413754,0.25355571840119151,0.82103932584269668,0.40553820856501549
19,0.89149887794127347,0.24839413181263892,0.82353932584269662,0.40510771796274719
20,0.89406759823129467,0.24255757987627044,0.82221910112359553,0.42953752518369909
21,0.89627426317110181,0.23743465389229826,0.82325842696629215,0.43034053495091001
22,0.90005711735293714,0.23011397108953416,0.82280898876404496,0.41941736778516447
23,0.90229499396091428,0.22637230744833084,0.8238202247191011,0.42588125832295148
24,0.90550979578224122,0.22087048478365368,0.82412921348314605,0.42575243499841581
