epoch,acc,loss,val_acc,val_loss
0,0.7163358750038834,0.54748005714062309,0.74014044943820223,0.52010262723719136
1,0.74505685205375771,0.50452037844570818,0.74623595505617979,0.50591644309879691
2,0.75444532183948843,0.48867137016836182,0.75789325842696631,0.48486407900124451
3,0.76064083797142512,0.47828373584692979,0.75123595505617979,0.4941165523180801
4,0.76546928303714257,0.47122803800385693,0.76508426966292131,0.47071022059140583
5,0.76889008186876373,0.46575840313230937,0.76325842696629209,0.47135146028540109
6,0.77130274381793484,0.46120279812601617,0.76210674157303371,0.48365550422936343
7,0.7741336421207704,0.45739390808907593,0.76800561797752809,0.46876123315832591
8,0.77661496974047373,0.45399562523460518,0.77179775280898877,0.46016973128479516
9,0.77839091365972046,0.4509639148843046,0.77306179775280903,0.4631594301877397
10,0.78021679624748108,0.44857009590141456,0.77109550561797757,0.46217330966102943
11,0.78162444248232144,0.44593350098833201,0.77182584269662924,0.46423150704148108
12,0.78306642155159079,0.44421563569976202,0.76348314606741574,0.47799966475936806
13,0.78473936696550428,0.44158542084800245,0.77382022471910117,0.45796520456839146
14,0.78555399150455596,0.43965380571048607,0.77525280898876403,0.45998035366615553
15,0.78700221290783134,0.4375910074175367,0.77207865168539325,0.46176511426989952
16,0.78814768112985745,0.43565397430277292,0.77367977528089893,0.46212572625513826
17,0.78908715234121718,0.43450949707891567,0.78005617977528086,0.45201219557376388
18,0.79080379409056878,0.43222488293506589,0.78033707865168545,0.45417836904525755
19,0.79134375595009632,0.43084888285119372,0.77837078651685399,0.45510340484340539
20,0.79236437749925626,0.42928664033813202,0.773876404494382,0.46280482237258652
21,0.79268897884803857,0.42774887198106198,0.77542134831460674,0.46796635112065949
22,0.79355666322316532,0.42719080225145512,0.77719101123595502,0.45396042703242784
23,0.79486131095267254,0.42518665982394505,0.78019662921348309,0.4504265320568942
24,0.795401272812014,0.42363634553096285,0.77716292134831466,0.46182697671183037
