epoch,acc,loss,val_acc,val_loss
0,0.70924770516246982,0.55613623280574365,0.73216292134831462,0.52259551450107877
1,0.74035013249390347,0.51053092027418712,0.74511235955056176,0.50112561780415221
2,0.75177672421076491,0.49359676356361276,0.75516853932584271,0.48859584083717861
3,0.75793478634089761,0.48291875793938088,0.74123595505617978,0.50519732907916726
4,0.76337810126975059,0.47484795611534752,0.75890449438202245,0.48187363348650131
5,0.76787570265286575,0.46758114400566547,0.75587078651685391,0.48352335380704214
6,0.77034766677230404,0.4630904775115251,0.76424157303370788,0.47110309022196223
7,0.77303811256837451,0.4587459461937532,0.76603932584269663,0.46900997887836415
8,0.77575977003261498,0.45475163575581545,0.77092696629213486,0.46592130903447609
9,0.77757316795347964,0.45155857219611523,0.76567415730337074,0.47150846413012298
10,0.78014500941050402,0.44793069405558894,0.77000000000000002,0.46271802182947652
11,0.78148711114218727,0.44562011049517347,0.7744101123595506,0.45606202860896505
12,0.78342223456835702,0.44261145824634357,0.77297752808988762,0.46133895051613283
13,0.78423685910759477,0.44063214861449734,0.77848314606741575,0.45443523457880769
14,0.78631555620790472,0.43783123083932035,0.77814606741573034,0.45332721860221264
15,0.78719260408311043,0.43583775141990094,0.77870786516853929,0.45449639566828698
16,0.7889092458326481,0.4337484445864549,0.77988764044943826,0.44967885405829783
17,0.79019516656162525,0.43202268734399396,0.77424157303370789,0.46173258659544958
18,0.7910628509367521,0.43016365999501921,0.78353932584269659,0.44517331194341853
19,0.79286376418997673,0.42808826373011016,0.78084269662921346,0.45148621067572176
20,0.79321957720674297,0.42693287790956819,0.78297752808988763,0.44671309998865877
21,0.7949892787923557,0.42534325579592658,0.7660674157303371,0.47923770845606084
22,0.7959974156738755,0.42354548916873697,0.77154494382022476,0.47379832587885051
23,0.79605047551013663,0.42267324624584479,0.77839887640449434,0.45629866538422831
24,0.79635322869138592,0.42174357750362129,0.77842696629213481,0.45096105717541124
